中文名称,英文名称,功能,食品名称,最大使用量(g/kg)
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,月饼,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,糕点上彩装,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,饼干,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,夹心及装饰类饼干,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,威化饼干,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,蛋卷,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他饼干,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,焙烤食品馅料及表面用挂浆,1.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他焙烤食品,1.7
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,冷冻挂浆制品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,冷冻鱼糜制品（包括鱼丸等）,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,预制水产品（半成品）,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,醋渍或肉冻状水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,腌制水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,鱼子制品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,风干、烘干、压干等水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他预制水产品（如鱼肉饺皮）,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,熟制水产品（可直接食用）,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,熟干水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,经烹调或油炸的水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,熏、烤水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,发酵水产品,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,鱼肉灌肠类,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,水产品罐头,0.3
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他蛋制品,1.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,餐桌甜味料,按生产需要适量使用
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,调味糖浆,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,水果调味糖浆,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他调味糖浆,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,醋,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,酿造食醋,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,配制食醋,3.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,固体复合调味料,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,固体汤料,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,鸡精、鸡粉,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他固体复合调味料,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,半固体复合调味料,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,蛋黄酱、沙拉酱,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,以动物性原料为基料的调味酱,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,以蔬菜为基料的调味酱,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他半固体复合调味料,2.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,液体复合调味料（不包括12.03,12.04）,1.2
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,浓缩汤（罐装、瓶装）,1.2
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,肉汤、骨汤,1.2
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,调味清汁,1.2
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,蚝油、虾油、鱼露等,1.2
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,果蔬汁（浆）类饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,蛋白饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,含乳饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,发酵型含乳饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,配制型含乳饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,乳酸菌饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,植物蛋白饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,复合蛋白饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他蛋白饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,可乐型碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他型碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,茶、咖啡、植物（类）饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,茶（类）饮料类,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,咖啡（类）饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,植物饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,特殊用途饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,风味饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,果冻,1.0
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,膨化食品,0.5
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,含乳蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,乳酸菌含乳蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,植物蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,复合蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他蛋白固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,果蔬固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,茶类固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,风味固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,果味风味固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,特殊用途固体饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,固体碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,可乐型固体碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯（又名阿斯巴甜）c,aspartame,甜味剂,其他型固体碳酸饮料,0.6
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,风味发酵乳,0.79
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,冷冻饮品（03.04食用冰除外）,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,冰淇淋、雪糕类,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,--,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,风味冰、冰棍类,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他冷冻饮品,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,水果罐头,0.35
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果酱,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,蜜饯类,0.35
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,腌渍的蔬菜,0.2
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,糖果,4.5
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,除胶基糖果以外的其他糖果,4.5
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,胶基糖果,5.0
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,杂粮罐头,0.35
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,餐桌甜味料,0.09
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,调味品,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,鲜味剂和助鲜剂,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,醋,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,酿造食醋,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,配制食醋,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,酱及酱制品,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,酿造酱,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,配制酱,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,--,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,料酒及制品,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,--,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,复合调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,固体复合调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,固体汤料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,鸡精、鸡粉,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他固体复合调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,半固体复合调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,蛋黄酱、沙拉酱,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,以动物性原料为基料的调味酱,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,以蔬菜为基料的调味酱,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他半固体复合调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,液体复合调味料（不包括12.03，12.04）,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,浓缩汤（罐装、瓶装）,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,肉汤、骨汤,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,调味清汁,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,蚝油、虾油、鱼露等,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他调味料,1.13
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,酱油,2.0
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,酿造酱油,2.0
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,配制酱油,2.0
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,饮料类（14.01包装饮用水除外）,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果蔬汁类及其饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果蔬汁（浆）类饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,蛋白饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,含乳饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,发酵型含乳饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,配制型含乳饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,乳酸菌饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,植物蛋白饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,复合蛋白饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他蛋白饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,可乐型碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他型碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,茶、咖啡、植物（类）饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,茶（类）饮料类,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,咖啡（类）饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,植物饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,--,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,速溶咖啡,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,含乳蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,乳酸菌含乳蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,植物蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,复合蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他蛋白固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果蔬粉,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果蔬固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,茶类固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,植物固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,风味固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,果味风味固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,特殊用途固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,固体碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,可乐型固体碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他型固体碳酸饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,麦芽汁发酵的非酒精固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,除上述之外的其他固体饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,特殊用途饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,风味饮料,0.68
天门冬酰苯丙氨酸甲酯乙酰磺胺酸,aspartame-acesulfame salt,甜味剂,其他类饮料,0.68
天然苋菜红,natural amaranthus red,着色剂,蜜饯凉果,0.25
天然苋菜红,natural amaranthus red,着色剂,蜜饯类,0.25
天然苋菜红,natural amaranthus red,着色剂,凉果类,0.25
天然苋菜红,natural amaranthus red,着色剂,果脯类,0.25
天然苋菜红,natural amaranthus red,着色剂,话化类,0.25
天然苋菜红,natural amaranthus red,着色剂,果糕类,0.25
天然苋菜红,natural amaranthus red,着色剂,装饰性果蔬,0.25
天然苋菜红,natural amaranthus red,着色剂,糖果,0.25
天然苋菜红,natural amaranthus red,着色剂,胶基糖果,0.25
天然苋菜红,natural amaranthus red,着色剂,除胶基糖果以外的其他糖果,0.25
天然苋菜红,natural amaranthus red,着色剂,糕点上彩装,0.25
天然苋菜红,natural amaranthus red,着色剂,果蔬汁（浆）类饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,碳酸饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,可乐型碳酸饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,其他型碳酸饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,风味饮料（仅限果味饮料）,0.25
天然苋菜红,natural amaranthus red,着色剂,配制酒,0.25
天然苋菜红,natural amaranthus red,着色剂,果冻,0.25
天然苋菜红,natural amaranthus red,着色剂,果蔬固体饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,果味风味固体饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,固体碳酸饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,可乐型固体碳酸饮料,0.25
天然苋菜红,natural amaranthus red,着色剂,其他型固体碳酸饮料,0.25
田菁胶,sesbania gum,增稠剂,冰淇淋、雪糕类,5.0
田菁胶,sesbania gum,增稠剂,生干面制品,2.0
田菁胶,sesbania gum,增稠剂,方便米面制品,2.0
田菁胶,sesbania gum,增稠剂,面包,2.0
田菁胶,sesbania gum,增稠剂,植物蛋白饮料,1.0
田菁胶,sesbania gum,增稠剂,植物蛋白固体饮料,1.0
甜菊糖苷,steviol glycosides,甜味剂,调制乳,0.18
甜菊糖苷,steviol glycosides,甜味剂,风味发酵乳,0.2
甜菊糖苷,steviol glycosides,甜味剂,冷冻饮品（03.04食用冰除外）,0.5
甜菊糖苷,steviol glycosides,甜味剂,冰淇淋、雪糕类,0.5
甜菊糖苷,steviol glycosides,甜味剂,--,0.5
甜菊糖苷,steviol glycosides,甜味剂,风味冰、冰棍类,0.5
甜菊糖苷,steviol glycosides,甜味剂,其他冷冻饮品,0.5
甜菊糖苷,steviol glycosides,甜味剂,水果罐头,0.27
甜菊糖苷,steviol glycosides,甜味剂,果酱（罐头除外）,0.22
甜菊糖苷,steviol glycosides,甜味剂,蜜饯凉果,3.3
甜菊糖苷,steviol glycosides,甜味剂,蜜饯类,3.3
甜菊糖苷,steviol glycosides,甜味剂,凉果类,3.3
甜菊糖苷,steviol glycosides,甜味剂,果脯类,3.3
甜菊糖苷,steviol glycosides,甜味剂,话化类,3.3
甜菊糖苷,steviol glycosides,甜味剂,果糕类,3.3
甜菊糖苷,steviol glycosides,甜味剂,腌渍的蔬菜,0.23
甜菊糖苷,steviol glycosides,甜味剂,发酵蔬菜制品,0.20
甜菊糖苷,steviol glycosides,甜味剂,新型豆制品（大豆蛋白及其膨化食品、大豆素肉等）,0.09
甜菊糖苷,steviol glycosides,甜味剂,熟制坚果与籽类,1.0
甜菊糖苷,steviol glycosides,甜味剂,带壳熟制坚果与籽类,1.0
甜菊糖苷,steviol glycosides,甜味剂,脱壳熟制坚果与籽类,1.0
甜菊糖苷,steviol glycosides,甜味剂,可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品,0.83
甜菊糖苷,steviol glycosides,甜味剂,可可制品（包括以可可为主要原料的脂、粉、浆、酱、馅等),0.83
甜菊糖苷,steviol glycosides,甜味剂,巧克力和巧克力制品、除05.01.01以外的可可制品,0.83
甜菊糖苷,steviol glycosides,甜味剂,代可可脂巧克力及使用可可脂代用品的巧克力类似产品,0.83
甜菊糖苷,steviol glycosides,甜味剂,糖果,3.5
甜菊糖苷,steviol glycosides,甜味剂,胶基糖果,3.5
甜菊糖苷,steviol glycosides,甜味剂,除胶基糖果以外的其他糖果,3.5
甜菊糖苷,steviol glycosides,甜味剂,杂粮罐头,0.17
甜菊糖苷,steviol glycosides,甜味剂,即食谷物，包括碾轧燕麦（片）,0.17
甜菊糖苷,steviol glycosides,甜味剂,糕点,0.33
甜菊糖苷,steviol glycosides,甜味剂,中式糕点（月饼除外）,0.33
甜菊糖苷,steviol glycosides,甜味剂,西式糕点,0.33
甜菊糖苷,steviol glycosides,甜味剂,月饼,0.33
甜菊糖苷,steviol glycosides,甜味剂,糕点上彩装,0.33
甜菊糖苷,steviol glycosides,甜味剂,饼干,0.43
甜菊糖苷,steviol glycosides,甜味剂,夹心及装饰类饼干,0.43
甜菊糖苷,steviol glycosides,甜味剂,威化饼干,0.43
甜菊糖苷,steviol glycosides,甜味剂,蛋卷,0.43
甜菊糖苷,steviol glycosides,甜味剂,其他饼干,0.43
甜菊糖苷,steviol glycosides,甜味剂,餐桌甜味料,0.05 g/份
甜菊糖苷,steviol glycosides,甜味剂,调味糖浆,0.91
甜菊糖苷,steviol glycosides,甜味剂,水果调味糖浆,0.91
甜菊糖苷,steviol glycosides,甜味剂,其他调味糖浆,0.91
甜菊糖苷,steviol glycosides,甜味剂,调味品,0.35
甜菊糖苷,steviol glycosides,甜味剂,鲜味剂和助鲜剂,0.35
甜菊糖苷,steviol glycosides,甜味剂,醋,0.35
甜菊糖苷,steviol glycosides,甜味剂,酿造食醋,0.35
甜菊糖苷,steviol glycosides,甜味剂,配制食醋,0.35
甜菊糖苷,steviol glycosides,甜味剂,酱油,0.35
甜菊糖苷,steviol glycosides,甜味剂,酿造酱油,0.35
甜菊糖苷,steviol glycosides,甜味剂,配制酱油,0.35
甜菊糖苷,steviol glycosides,甜味剂,酱及酱制品,0.35
甜菊糖苷,steviol glycosides,甜味剂,酿造酱,0.35
甜菊糖苷,steviol glycosides,甜味剂,配制酱,0.35
甜菊糖苷,steviol glycosides,甜味剂,--,0.35
甜菊糖苷,steviol glycosides,甜味剂,料酒及制品,0.35
甜菊糖苷,steviol glycosides,甜味剂,--,0.35
甜菊糖苷,steviol glycosides,甜味剂,复合调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,固体复合调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,固体汤料,0.35
甜菊糖苷,steviol glycosides,甜味剂,鸡精、鸡粉,0.35
甜菊糖苷,steviol glycosides,甜味剂,其他固体复合调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,半固体复合调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,蛋黄酱、沙拉酱,0.35
甜菊糖苷,steviol glycosides,甜味剂,以动物性原料为基料的调味酱,0.35
甜菊糖苷,steviol glycosides,甜味剂,以蔬菜为基料的调味酱,0.35
甜菊糖苷,steviol glycosides,甜味剂,其他半固体复合调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,液体复合调味料（不包括12.03，12.04）,0.35
甜菊糖苷,steviol glycosides,甜味剂,浓缩汤（罐装、瓶装）,0.35
甜菊糖苷,steviol glycosides,甜味剂,肉汤、骨汤,0.35
甜菊糖苷,steviol glycosides,甜味剂,调味清汁,0.35
甜菊糖苷,steviol glycosides,甜味剂,蚝油、虾油、鱼露等,0.35
甜菊糖苷,steviol glycosides,甜味剂,其他调味料,0.35
甜菊糖苷,steviol glycosides,甜味剂,饮料类（14.01包装饮用水除外）,0.2
甜菊糖苷,steviol glycosides,甜味剂,果蔬汁类及其饮料,0.2
甜菊糖苷,steviol glycosides,甜味剂,果蔬汁（浆）类饮料,0.2
甜菊糖苷,steviol glycosides,甜味剂,蛋白饮料,0.2
甜菊糖苷,steviol glycosides,甜味剂,含乳饮料,0.2
